experimento,modelo,split,precision,recall,map50,map50_95,f1,total_time_sec,ms_per_image,val_time_sec,detect_time_sec,match_time_sec,device
E01,YOLOv5s_autoral,pig_val (136 imgs),0.70396,0.820979,0.823514,0.455969,0.75798,47.158,346.75,38.989,7.519,0.634,0
E02,YOLOv8s_autoral,pig_val (136 imgs),0.974353,0.960512,0.982623,0.765206,0.967383,16.399,120.58,13.007,2.693,0.685,0
E03,YOLO11s_autoral,pig_val (136 imgs),0.972014,0.963741,0.981926,0.759685,0.96786,16.258,119.54,13.122,2.468,0.654,0
